temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,x,y,direction,congestion
269.29,0.0,0.0,1,Clear,sky is clear,2014-03-07 00:00:00,2,2,WB,80
269.78,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 01:00:00,2,3,EB,29
270.53,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 02:00:00,2,3,NB,54
270.53,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 03:00:00,2,3,NE,31
270.78,0.0,0.0,75,Clouds,broken clouds,2014-03-07 04:00:00,2,3,SB,73
271.03,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 05:00:00,2,3,SW,16
271.03,0.0,0.0,75,Clouds,broken clouds,2014-03-07 06:00:00,2,3,WB,54
271.03,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 07:00:00,0,0,EB,50
272.15,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 08:00:00,0,0,NB,36
273.02,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 09:00:00,0,0,SB,53
273.39,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 10:00:00,0,1,EB,30
273.14,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 11:00:00,0,1,NB,79
272.77,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 12:00:00,0,1,SB,63
272.52,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 13:00:00,0,1,WB,53
272.02,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 14:00:00,0,2,EB,49
272.02,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 15:00:00,0,2,NB,68
271.65,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 16:00:00,0,2,SB,61
271.4,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 17:00:00,0,2,WB,43
270.9,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 18:00:00,0,3,EB,37
270.77,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 19:00:00,0,3,NB,45
270.02,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 20:00:00,0,3,NE,34
269.39,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 21:00:00,0,3,SB,65
268.64,0.0,0.0,40,Clouds,scattered clouds,2014-03-07 22:00:00,0,3,SW,41
268.64,0.0,0.0,90,Clouds,overcast clouds,2014-03-07 23:00:00,0,3,WB,43
268.64,0.0,0.0,90,Clouds,overcast clouds,2014-03-08 00:00:00,1,0,EB,51
267.89,0.0,0.0,90,Clouds,overcast clouds,2014-03-08 01:00:00,1,0,NB,60
267.01,0.0,0.0,90,Clouds,overcast clouds,2014-03-08 02:00:00,1,0,NE,61
266.14,0.0,0.0,90,Clouds,overcast clouds,2014-03-08 03:00:00,1,0,SB,28
265.01,0.0,0.0,20,Clouds,few clouds,2014-03-08 04:00:00,1,0,SW,39
264.42,0.0,0.0,20,Clouds,few clouds,2014-03-08 05:00:00,1,0,WB,38
263.42,0.0,0.0,1,Clear,sky is clear,2014-03-08 06:00:00,1,1,EB,61
262.71,0.0,0.0,20,Clouds,few clouds,2014-03-08 07:00:00,1,1,NB,65
264.14,0.0,0.0,20,Clouds,few clouds,2014-03-08 08:00:00,1,1,SB,45
265.52,0.0,0.0,20,Clouds,few clouds,2014-03-08 09:00:00,1,1,WB,79
267.02,0.0,0.0,20,Clouds,few clouds,2014-03-08 10:00:00,1,2,EB,86
268.15,0.0,0.0,20,Clouds,few clouds,2014-03-08 11:00:00,1,2,NB,62
269.29,0.0,0.0,20,Clouds,few clouds,2014-03-08 12:00:00,1,2,NE,46
270.27,0.0,0.0,20,Clouds,few clouds,2014-03-08 13:00:00,1,2,SB,78
270.27,0.0,0.0,20,Clouds,few clouds,2014-03-08 14:00:00,1,2,SW,64
270.72,0.0,0.0,20,Clouds,few clouds,2014-03-08 15:00:00,1,2,WB,79
270.58,0.0,0.0,75,Clouds,broken clouds,2014-03-08 16:00:00,1,3,EB,49
270.15,0.0,0.0,20,Clouds,few clouds,2014-03-08 17:00:00,1,3,NB,77
268.72,0.0,0.0,1,Clear,sky is clear,2014-03-08 18:00:00,1,3,NE,53
267.14,0.0,0.0,1,Clear,sky is clear,2014-03-08 19:00:00,1,3,SB,72
266.64,0.0,0.0,1,Clear,sky is clear,2014-03-08 20:00:00,1,3,SW,57
265.77,0.0,0.0,1,Clear,sky is clear,2014-03-08 21:00:00,1,3,WB,47
265.27,0.0,0.0,1,Clear,sky is clear,2014-03-08 22:00:00,2,0,EB,66
264.77,0.0,0.0,1,Clear,sky is clear,2014-03-08 23:00:00,2,0,NB,75
264.65,0.0,0.0,1,Clear,sky is clear,2014-03-09 00:00:00,2,0,SB,39
264.39,0.0,0.0,1,Clear,sky is clear,2014-03-09 01:00:00,2,0,WB,75
264.9,0.0,0.0,1,Clear,sky is clear,2014-03-09 03:00:00,2,1,EB,83
265.65,0.0,0.0,1,Clear,sky is clear,2014-03-09 04:00:00,2,1,NB,45
266.15,0.0,0.0,75,Clouds,broken clouds,2014-03-09 05:00:00,2,1,NE,76
267.52,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 06:00:00,2,1,NW,53
268.86,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 07:00:00,2,1,SB,42
269.59,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 08:00:00,2,1,SE,34
270.87,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 09:00:00,2,1,SW,46
272.28,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 10:00:00,2,1,WB,54
274.02,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 11:00:00,2,2,EB,74
275.9,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 12:00:00,2,2,NB,82
277.15,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 13:00:00,2,2,NE,54
278.78,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 14:00:00,2,2,NW,27
279.28,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 15:00:00,2,2,SB,90
279.28,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 16:00:00,2,2,SE,69
279.4,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 17:00:00,2,2,SW,58
279.15,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 18:00:00,2,2,WB,86
278.58,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 19:00:00,2,3,EB,58
277.27,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 20:00:00,2,3,NB,61
277.27,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 21:00:00,2,3,NE,40
276.9,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 22:00:00,2,3,SB,74
276.28,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 23:00:00,2,3,SW,19
276.4,0.0,0.0,75,Clouds,broken clouds,2014-03-10 00:00:00,2,3,WB,56
275.65,0.0,0.0,75,Clouds,broken clouds,2014-03-10 01:00:00,0,0,EB,47
274.52,0.0,0.0,20,Clouds,few clouds,2014-03-10 02:00:00,0,0,NB,46
273.78,0.0,0.0,20,Clouds,few clouds,2014-03-10 03:00:00,0,0,SB,55
274.53,0.0,0.0,1,Clear,sky is clear,2014-03-10 04:00:00,0,1,EB,33
275.72,0.0,0.0,1,Clear,sky is clear,2014-03-10 05:00:00,0,1,NB,79
276.01,0.0,0.0,1,Clear,sky is clear,2014-03-10 06:00:00,0,1,SB,59
276.58,0.0,0.0,20,Clouds,few clouds,2014-03-10 07:00:00,0,1,WB,48
276.28,0.0,0.0,40,Clouds,scattered clouds,2014-03-10 08:00:00,0,2,EB,50
278.44,0.0,0.0,40,Clouds,scattered clouds,2014-03-10 09:00:00,0,2,NB,68
280.58,0.0,0.0,40,Clouds,scattered clouds,2014-03-10 10:00:00,0,2,SB,62
281.65,0.0,0.0,40,Clouds,scattered clouds,2014-03-10 11:00:00,0,2,WB,43
281.77,0.0,0.0,75,Clouds,broken clouds,2014-03-10 12:00:00,0,3,EB,35
282.29,0.0,0.0,75,Clouds,broken clouds,2014-03-10 13:00:00,0,3,NB,46
282.15,0.0,0.0,1,Clear,sky is clear,2014-03-10 14:00:00,0,3,NE,36
282.72,0.0,0.0,1,Clear,sky is clear,2014-03-10 15:00:00,0,3,SB,61
282.15,0.0,0.0,1,Clear,sky is clear,2014-03-10 16:00:00,0,3,SW,45
282.01,0.0,0.0,90,Clouds,overcast clouds,2014-03-10 17:00:00,0,3,WB,43
281.14,0.0,0.0,90,Clouds,overcast clouds,2014-03-10 18:00:00,1,0,EB,67
280.15,0.0,0.0,90,Clouds,overcast clouds,2014-03-10 19:00:00,1,0,NB,79
279.58,0.0,0.0,75,Clouds,broken clouds,2014-03-10 20:00:00,1,0,NE,67
279.29,0.0,0.0,90,Clouds,overcast clouds,2014-03-10 21:00:00,1,0,SB,22
278.58,0.0,0.0,90,Clouds,overcast clouds,2014-03-10 22:00:00,1,0,SW,41
278.15,0.0,0.0,90,Clouds,overcast clouds,2014-03-10 23:00:00,1,0,WB,47
277.65,0.0,0.0,90,Clouds,overcast clouds,2014-03-11 00:00:00,1,1,EB,61
278.15,0.0,0.0,90,Clouds,overcast clouds,2014-03-11 01:00:00,1,1,NB,69
277.96,0.0,0.0,90,Clouds,overcast clouds,2014-03-11 02:00:00,1,1,SB,45
277.66,0.0,0.0,90,Clouds,overcast clouds,2014-03-11 03:00:00,1,1,WB,73
277.17,0.0,0.0,90,Clouds,overcast clouds,2014-03-11 04:00:00,1,2,EB,80
276.62,0.51,0.0,90,Rain,light rain,2014-03-11 05:00:00,1,2,NB,61
276.57,0.25,0.0,90,Rain,light rain,2014-03-11 06:00:00,1,2,NE,48
276.35,0.25,0.0,90,Rain,light rain,2014-03-11 07:00:00,1,2,SB,74
275.96,0.51,0.0,90,Rain,light rain,2014-03-11 08:00:00,1,2,SW,72
276.04,0.0,0.0,90,Clouds,overcast clouds,2014-03-11 09:00:00,1,2,WB,69
276.35,0.0,0.0,90,Clouds,overcast clouds,2014-03-11 10:00:00,1,3,EB,48
276.85,0.0,0.0,90,Clouds,overcast clouds,2014-03-11 11:00:00,1,3,NB,75
277.27,0.0,0.0,90,Clouds,overcast clouds,2014-03-11 12:00:00,1,3,NE,43
277.83,0.0,0.0,90,Clouds,overcast clouds,2014-03-11 13:00:00,1,3,SB,71
278.39,0.0,0.0,90,Clouds,overcast clouds,2014-03-11 14:00:00,1,3,SW,41
278.69,0.0,0.0,90,Clouds,overcast clouds,2014-03-11 15:00:00,1,3,WB,48
278.7,0.0,0.0,75,Clouds,broken clouds,2014-03-11 16:00:00,2,0,EB,63
278.41,0.0,0.0,75,Clouds,broken clouds,2014-03-11 17:00:00,2,0,NB,72
277.47,0.0,0.0,75,Clouds,broken clouds,2014-03-11 18:00:00,2,0,SB,44
276.47,0.0,0.0,75,Clouds,broken clouds,2014-03-11 19:00:00,2,0,WB,78
275.31,0.0,0.0,75,Clouds,broken clouds,2014-03-11 20:00:00,2,1,EB,76
274.56,0.0,0.0,40,Clouds,scattered clouds,2014-03-11 21:00:00,2,1,NB,46
273.55,0.0,0.0,20,Clouds,few clouds,2014-03-11 22:00:00,2,1,NE,74
272.72,0.0,0.0,20,Clouds,few clouds,2014-03-11 23:00:00,2,1,NW,62
271.82,0.0,0.0,20,Clouds,few clouds,2014-03-12 00:00:00,2,1,SB,37
270.65,0.0,0.0,20,Clouds,few clouds,2014-03-12 01:00:00,2,1,SE,20
269.86,0.0,0.0,20,Clouds,few clouds,2014-03-12 02:00:00,2,1,SW,47
268.99,0.0,0.0,20,Clouds,few clouds,2014-03-12 03:00:00,2,1,WB,58
268.02,0.0,0.0,20,Clouds,few clouds,2014-03-12 04:00:00,2,2,EB,79
266.66,0.0,0.0,20,Clouds,few clouds,2014-03-12 05:00:00,2,2,NB,77
265.9,0.0,0.0,1,Clear,sky is clear,2014-03-12 06:00:00,2,2,NE,50
265.26,0.0,0.0,20,Clouds,few clouds,2014-03-12 07:00:00,2,2,NW,39
264.77,0.0,0.0,20,Clouds,few clouds,2014-03-12 08:00:00,2,2,SB,90
265.44,0.0,0.0,20,Clouds,few clouds,2014-03-12 09:00:00,2,2,SE,61
266.47,0.0,0.0,1,Clear,sky is clear,2014-03-12 10:00:00,2,2,SW,62
267.21,0.0,0.0,40,Clouds,scattered clouds,2014-03-12 11:00:00,2,2,WB,84
268.34,0.0,0.0,75,Clouds,broken clouds,2014-03-12 12:00:00,2,3,EB,55
269.15,0.0,0.0,75,Clouds,broken clouds,2014-03-12 13:00:00,2,3,NB,54
269.94,0.0,0.0,75,Clouds,broken clouds,2014-03-12 14:00:00,2,3,NE,26
270.29,0.0,0.0,75,Clouds,broken clouds,2014-03-12 15:00:00,2,3,SB,73
270.67,0.0,0.0,40,Clouds,scattered clouds,2014-03-12 16:00:00,2,3,SW,18
270.77,0.0,0.0,20,Clouds,few clouds,2014-03-12 17:00:00,2,3,WB,60
270.57,0.0,0.0,20,Clouds,few clouds,2014-03-12 18:00:00,0,0,EB,55
269.85,0.0,0.0,20,Clouds,few clouds,2014-03-12 19:00:00,0,0,NB,40
269.4,0.0,0.0,40,Clouds,scattered clouds,2014-03-12 20:00:00,0,0,SB,52
268.8,0.0,0.0,75,Clouds,broken clouds,2014-03-12 21:00:00,0,1,EB,28
267.48,0.0,0.0,40,Clouds,scattered clouds,2014-03-12 22:00:00,0,1,NB,79
266.88,0.0,0.0,1,Clear,sky is clear,2014-03-12 23:00:00,0,1,SB,61
266.56,0.0,0.0,20,Clouds,few clouds,2014-03-13 00:00:00,0,1,WB,46
266.52,0.0,0.0,20,Clouds,few clouds,2014-03-13 01:00:00,0,2,EB,50
267.63,0.0,0.0,75,Clouds,broken clouds,2014-03-13 02:00:00,0,2,NB,63
268.42,0.0,0.0,90,Clouds,overcast clouds,2014-03-13 03:00:00,0,2,SB,69
269.72,0.0,0.0,90,Clouds,overcast clouds,2014-03-13 04:00:00,0,2,WB,41
269.57,0.0,0.0,90,Clouds,overcast clouds,2014-03-13 05:00:00,0,3,EB,41
269.3,0.0,0.0,75,Clouds,broken clouds,2014-03-13 06:00:00,0,3,NB,46
268.78,0.0,0.0,20,Clouds,few clouds,2014-03-13 07:00:00,0,3,NE,39
269.15,0.0,0.0,1,Clear,sky is clear,2014-03-13 08:00:00,0,3,SB,54
271.03,0.0,0.0,1,Clear,sky is clear,2014-03-13 09:00:00,0,3,SW,35
274.29,0.0,0.0,1,Clear,sky is clear,2014-03-13 10:00:00,0,3,WB,41
276.15,0.0,0.0,1,Clear,sky is clear,2014-03-13 11:00:00,1,0,EB,58
278.01,0.0,0.0,1,Clear,sky is clear,2014-03-13 12:00:00,1,0,NB,66
279.78,0.0,0.0,1,Clear,sky is clear,2014-03-13 13:00:00,1,0,NE,60
280.53,0.0,0.0,1,Clear,sky is clear,2014-03-13 14:00:00,1,0,SB,42
281.15,0.0,0.0,1,Clear,sky is clear,2014-03-13 15:00:00,1,0,SW,56
281.78,0.0,0.0,20,Clouds,few clouds,2014-03-13 16:00:00,1,0,WB,41
281.77,0.0,0.0,20,Clouds,few clouds,2014-03-13 17:00:00,1,1,EB,62
281.86,0.0,0.0,40,Clouds,scattered clouds,2014-03-13 18:00:00,1,1,NB,65
280.89,0.0,0.0,20,Clouds,few clouds,2014-03-13 19:00:00,1,1,SB,52
280.43,0.0,0.0,20,Clouds,few clouds,2014-03-13 20:00:00,1,1,WB,54
279.52,0.0,0.0,20,Clouds,few clouds,2014-03-13 21:00:00,1,2,EB,78
279.27,0.0,0.0,20,Clouds,few clouds,2014-03-13 22:00:00,1,2,NB,49
279.15,0.0,0.0,75,Clouds,broken clouds,2014-03-13 23:00:00,1,2,NE,57
278.97,0.0,0.0,20,Clouds,few clouds,2014-03-14 00:00:00,1,2,SB,68
279.02,0.0,0.0,20,Clouds,few clouds,2014-03-14 01:00:00,1,2,SW,70
278.65,0.0,0.0,75,Clouds,broken clouds,2014-03-14 02:00:00,1,2,WB,68
277.57,0.0,0.0,75,Clouds,broken clouds,2014-03-14 03:00:00,1,3,EB,37
277.17,0.0,0.0,75,Clouds,broken clouds,2014-03-14 04:00:00,1,3,NB,77
276.82,0.0,0.0,75,Clouds,broken clouds,2014-03-14 05:00:00,1,3,NE,58
276.2,0.0,0.0,75,Clouds,broken clouds,2014-03-14 06:00:00,1,3,SB,78
276.01,0.0,0.0,75,Clouds,broken clouds,2014-03-14 07:00:00,1,3,SW,41
275.72,0.0,0.0,75,Clouds,broken clouds,2014-03-14 08:00:00,1,3,WB,49
275.76,0.0,0.0,90,Clouds,overcast clouds,2014-03-14 09:00:00,2,0,EB,65
276.22,0.0,0.0,75,Clouds,broken clouds,2014-03-14 10:00:00,2,0,NB,72
276.96,0.0,0.0,90,Clouds,overcast clouds,2014-03-14 11:00:00,2,0,SB,49
277.61,0.0,0.0,90,Clouds,overcast clouds,2014-03-14 12:00:00,2,0,WB,81
277.86,0.0,0.0,90,Clouds,overcast clouds,2014-03-14 13:00:00,2,1,EB,77
278.34,0.0,0.0,75,Clouds,broken clouds,2014-03-14 14:00:00,2,1,NB,47
278.36,0.0,0.0,75,Clouds,broken clouds,2014-03-14 15:00:00,2,1,NE,64
277.37,0.0,0.0,75,Clouds,broken clouds,2014-03-14 16:00:00,2,1,NW,57
276.67,0.0,0.0,40,Clouds,scattered clouds,2014-03-14 17:00:00,2,1,SB,36
275.72,0.0,0.0,20,Clouds,few clouds,2014-03-14 18:00:00,2,1,SE,34
274.46,0.0,0.0,1,Clear,sky is clear,2014-03-14 19:00:00,2,1,SW,47
273.45,0.0,0.0,1,Clear,sky is clear,2014-03-14 20:00:00,2,1,WB,50
272.47,0.0,0.0,1,Clear,sky is clear,2014-03-14 21:00:00,2,2,EB,84
271.57,0.0,0.0,1,Clear,sky is clear,2014-03-14 22:00:00,2,2,NB,65
270.83,0.0,0.0,20,Clouds,few clouds,2014-03-14 23:00:00,2,2,NE,51
269.66,0.0,0.0,20,Clouds,few clouds,2014-03-15 00:00:00,2,2,NW,26
269.09,0.0,0.0,1,Clear,sky is clear,2014-03-15 01:00:00,2,2,SB,93
268.38,0.0,0.0,20,Clouds,few clouds,2014-03-15 02:00:00,2,2,SE,37
267.72,0.0,0.0,75,Clouds,broken clouds,2014-03-15 03:00:00,2,2,SW,62
267.19,0.0,0.0,75,Clouds,broken clouds,2014-03-15 04:00:00,2,2,WB,82
266.38,0.0,0.0,75,Clouds,broken clouds,2014-03-15 05:00:00,2,3,EB,42
266.19,0.0,0.0,40,Clouds,scattered clouds,2014-03-15 06:00:00,2,3,NB,54
265.7,0.0,0.0,75,Clouds,broken clouds,2014-03-15 07:00:00,2,3,NE,29
266.03,0.0,0.0,90,Clouds,overcast clouds,2014-03-15 08:00:00,2,3,SB,74
266.77,0.0,0.0,90,Clouds,overcast clouds,2014-03-15 09:00:00,2,3,SW,19
268.22,0.0,0.0,90,Clouds,overcast clouds,2014-03-15 10:00:00,2,3,WB,52
269.78,0.0,0.0,75,Clouds,broken clouds,2014-03-15 11:00:00,0,0,EB,60
270.54,0.0,0.0,75,Clouds,broken clouds,2014-03-15 12:00:00,0,0,NB,33
271.07,0.0,0.0,90,Clouds,overcast clouds,2014-03-15 13:00:00,0,0,SB,53
271.48,0.0,0.0,90,Clouds,overcast clouds,2014-03-15 14:00:00,0,1,EB,26
271.76,0.0,0.0,90,Clouds,overcast clouds,2014-03-15 15:00:00,0,1,NB,70
271.97,0.0,0.0,90,Clouds,overcast clouds,2014-03-15 16:00:00,0,1,SB,58
272.05,0.0,0.0,75,Clouds,broken clouds,2014-03-15 17:00:00,0,1,WB,32
271.81,0.0,0.0,75,Clouds,broken clouds,2014-03-15 18:00:00,0,2,EB,48
270.73,0.0,0.0,75,Clouds,broken clouds,2014-03-15 19:00:00,0,2,NB,60
269.8,0.0,0.0,75,Clouds,broken clouds,2014-03-15 20:00:00,0,2,SB,62
269.25,0.0,0.0,75,Clouds,broken clouds,2014-03-15 21:00:00,0,2,WB,36
268.29,0.0,0.0,75,Clouds,broken clouds,2014-03-15 22:00:00,0,3,EB,35
267.3,0.0,0.0,20,Clouds,few clouds,2014-03-15 23:00:00,0,3,NB,43
266.49,0.0,0.0,1,Clear,sky is clear,2014-03-16 00:00:00,0,3,NE,42
265.64,0.0,0.0,1,Clear,sky is clear,2014-03-16 01:00:00,0,3,SB,54
264.77,0.0,0.0,1,Clear,sky is clear,2014-03-16 02:00:00,0,3,SW,40
263.77,0.0,0.0,1,Clear,sky is clear,2014-03-16 03:00:00,0,3,WB,47
263.58,0.0,0.0,1,Clear,sky is clear,2014-03-16 04:00:00,1,0,EB,57
262.14,0.0,0.0,1,Clear,sky is clear,2014-03-16 05:00:00,1,0,NB,59
261.86,0.0,0.0,1,Clear,sky is clear,2014-03-16 06:00:00,1,0,NE,58
261.29,0.0,0.0,1,Clear,sky is clear,2014-03-16 07:00:00,1,0,SB,37
261.29,0.0,0.0,1,Clear,sky is clear,2014-03-16 08:00:00,1,0,SW,50
262.78,0.0,0.0,1,Clear,sky is clear,2014-03-16 09:00:00,1,0,WB,42
263.97,0.0,0.0,1,Clear,sky is clear,2014-03-16 10:00:00,1,1,EB,63
264.95,0.0,0.0,1,Clear,sky is clear,2014-03-16 11:00:00,1,1,NB,61
266.1,0.0,0.0,1,Clear,sky is clear,2014-03-16 12:00:00,1,1,SB,58
267.5,0.0,0.0,1,Clear,sky is clear,2014-03-16 13:00:00,1,1,WB,68
268.37,0.0,0.0,20,Clouds,few clouds,2014-03-16 14:00:00,1,2,EB,80
269.14,0.0,0.0,40,Clouds,scattered clouds,2014-03-16 15:00:00,1,2,NB,46
269.26,0.0,0.0,75,Clouds,broken clouds,2014-03-16 16:00:00,1,2,NE,40
269.43,0.0,0.0,90,Clouds,overcast clouds,2014-03-16 17:00:00,1,2,SB,55
269.23,0.0,0.0,90,Clouds,overcast clouds,2014-03-16 18:00:00,1,2,SW,72
268.68,0.0,0.0,90,Clouds,overcast clouds,2014-03-16 19:00:00,1,2,WB,72
268.33,0.0,0.0,75,Clouds,broken clouds,2014-03-16 20:00:00,1,3,EB,46
267.96,0.0,0.0,75,Clouds,broken clouds,2014-03-16 21:00:00,1,3,NB,75
267.76,0.0,0.0,75,Clouds,broken clouds,2014-03-16 22:00:00,1,3,NE,63
267.83,0.0,0.0,90,Clouds,overcast clouds,2014-03-16 23:00:00,1,3,SB,73
268.13,0.0,0.0,90,Clouds,overcast clouds,2014-03-17 00:00:00,1,3,SW,48
268.05,0.0,0.0,75,Clouds,broken clouds,2014-03-17 01:00:00,1,3,WB,49
268.19,0.0,0.0,90,Clouds,overcast clouds,2014-03-17 02:00:00,2,0,EB,58
268.39,0.0,0.0,90,Clouds,overcast clouds,2014-03-17 03:00:00,2,0,NB,75
268.5,0.0,0.0,90,Clouds,overcast clouds,2014-03-17 04:00:00,2,0,SB,48
268.48,0.0,0.0,90,Clouds,overcast clouds,2014-03-17 05:00:00,2,0,WB,81
268.72,0.0,0.0,90,Clouds,overcast clouds,2014-03-17 06:00:00,2,1,EB,72
268.93,0.0,0.0,90,Clouds,overcast clouds,2014-03-17 07:00:00,2,1,NB,37
269.29,0.0,0.0,90,Clouds,overcast clouds,2014-03-17 08:00:00,2,1,NE,53
269.37,0.0,0.0,90,Clouds,overcast clouds,2014-03-17 09:00:00,2,1,NW,52
269.76,0.25,0.0,90,Rain,light rain,2014-03-17 10:00:00,2,1,SB,39
270.2,0.25,0.0,90,Rain,light rain,2014-03-17 11:00:00,2,1,SE,34
271.51,0.25,0.0,90,Rain,light rain,2014-03-17 12:00:00,2,1,SW,47
272.79,0.25,0.0,90,Rain,light rain,2014-03-17 13:00:00,2,1,WB,52
273.82,0.25,0.0,90,Rain,light rain,2014-03-17 14:00:00,2,2,EB,74
274.49,0.38,0.0,90,Rain,light rain,2014-03-17 15:00:00,2,2,NB,55
274.94,0.25,0.0,20,Rain,light rain,2014-03-17 16:00:00,2,2,NE,43
274.93,0.25,0.0,90,Rain,light rain,2014-03-17 17:00:00,2,2,NW,35
274.5,0.25,0.0,20,Rain,light rain,2014-03-17 18:00:00,2,2,SB,80
274.34,0.0,0.0,75,Clouds,broken clouds,2014-03-17 19:00:00,2,2,SE,68
273.64,0.0,0.0,40,Clouds,scattered clouds,2014-03-17 20:00:00,2,2,SW,58
273.36,0.0,0.0,40,Clouds,scattered clouds,2014-03-17 21:00:00,2,2,WB,73
273.25,0.0,0.0,90,Clouds,overcast clouds,2014-03-17 22:00:00,2,3,EB,50
272.97,0.0,0.0,90,Clouds,overcast clouds,2014-03-17 23:00:00,2,3,NB,53
272.71,0.0,0.0,75,Clouds,broken clouds,2014-03-18 00:00:00,2,3,NE,31
272.35,0.0,0.0,75,Clouds,broken clouds,2014-03-18 01:00:00,2,3,SB,80
272.28,0.0,0.0,75,Clouds,broken clouds,2014-03-18 02:00:00,2,3,SW,29
271.94,0.0,0.0,75,Clouds,broken clouds,2014-03-18 03:00:00,2,3,WB,47
271.99,0.0,0.0,75,Clouds,broken clouds,2014-03-18 04:00:00,0,0,EB,63
271.98,0.0,0.0,90,Clouds,overcast clouds,2014-03-18 05:00:00,0,0,NB,35
271.97,0.0,0.0,90,Clouds,overcast clouds,2014-03-18 06:00:00,0,0,SB,60
271.83,0.0,0.0,90,Clouds,overcast clouds,2014-03-18 07:00:00,0,1,EB,22
271.48,0.0,0.0,90,Clouds,overcast clouds,2014-03-18 08:00:00,0,1,NB,77
271.7,0.0,0.0,90,Clouds,overcast clouds,2014-03-18 09:00:00,0,1,SB,60
272.81,0.0,0.0,90,Clouds,overcast clouds,2014-03-18 10:00:00,0,1,WB,54
273.3,0.25,0.0,1,Rain,light rain,2014-03-18 11:00:00,0,2,EB,44
274.29,0.25,0.0,90,Rain,light rain,2014-03-18 12:00:00,0,2,NB,53
274.78,0.25,0.0,90,Rain,light rain,2014-03-18 13:00:00,0,2,SB,64
274.88,0.25,0.0,90,Rain,light rain,2014-03-18 14:00:00,0,2,WB,36
274.91,0.0,0.0,90,Clouds,overcast clouds,2014-03-18 15:00:00,0,3,EB,41
275.02,0.25,0.0,90,Rain,light rain,2014-03-18 16:00:00,0,3,NB,40
275.0,0.25,0.0,90,Rain,light rain,2014-03-18 17:00:00,0,3,NE,45
274.07,0.0,0.0,90,Clouds,overcast clouds,2014-03-18 18:00:00,0,3,SB,55
273.08,0.0,0.0,90,Clouds,overcast clouds,2014-03-18 19:00:00,0,3,SW,28
272.51,0.25,0.0,90,Rain,light rain,2014-03-18 20:00:00,0,3,WB,32
272.35,0.51,0.0,90,Rain,light rain,2014-03-18 21:00:00,1,0,EB,53
272.06,0.76,0.0,90,Rain,light rain,2014-03-18 22:00:00,1,0,NB,54
271.71,0.76,0.0,90,Rain,light rain,2014-03-18 23:00:00,1,0,NE,65
271.33,0.25,0.0,90,Rain,light rain,2014-03-19 00:00:00,1,0,SB,30
270.96,0.25,0.0,90,Rain,light rain,2014-03-19 01:00:00,1,0,SW,59
270.69,0.25,0.0,90,Rain,light rain,2014-03-19 02:00:00,1,0,WB,42
270.57,0.0,0.0,90,Clouds,overcast clouds,2014-03-19 03:00:00,1,1,EB,53
270.49,0.0,0.0,90,Clouds,overcast clouds,2014-03-19 04:00:00,1,1,NB,48
270.15,0.0,0.0,90,Clouds,overcast clouds,2014-03-19 05:00:00,1,1,SB,51
270.08,0.25,0.0,90,Rain,light rain,2014-03-19 06:00:00,1,1,WB,60
270.05,0.25,0.0,90,Rain,light rain,2014-03-19 07:00:00,1,2,EB,80
270.35,0.0,0.0,90,Clouds,overcast clouds,2014-03-19 08:00:00,1,2,NB,50
270.68,0.0,0.0,90,Clouds,overcast clouds,2014-03-19 09:00:00,1,2,NE,51
271.71,0.0,0.0,90,Clouds,overcast clouds,2014-03-19 10:00:00,1,2,SB,61
